iter	RMSE
0	0.0484624127
1	0.04692493135
2	0.04545473997
3	0.04403888475
4	0.04269547711
5	0.0414025066
6	0.04018055887
7	0.03901889272
8	0.03796488304
9	0.03689872575
10	0.03593233772
11	0.03494258667
12	0.03400440103
13	0.03308914228
14	0.03219543475
15	0.03136619805
16	0.03054311791
17	0.02977135048
18	0.02901855146
19	0.02829236772
20	0.02761468391
21	0.02693656195
22	0.02628201238
23	0.02563148766
24	0.0250554443
25	0.02446552747
26	0.02388793928
27	0.02332540905
28	0.02280615507
29	0.02229078578
30	0.02182996889
31	0.02136295638
32	0.02088439596
33	0.02042929901
34	0.01998494834
35	0.01957480985
36	0.01916696307
37	0.01876519901
38	0.01837474748
39	0.01800235987
40	0.01763656084
41	0.01726901691
42	0.01690659814
43	0.01657839894
44	0.01623454851
45	0.01590554334
46	0.01559095702
47	0.01528636373
48	0.01499894524
49	0.01470825565
50	0.01441658975
51	0.01416967478
52	0.01389363355
53	0.01363709157
54	0.01338947105
55	0.01314159651
56	0.01289806369
57	0.0126626377
58	0.01243024798
59	0.01221153674
60	0.01200660168
61	0.0117907556
62	0.01158623775
63	0.01139101457
64	0.01118923014
65	0.01100236352
66	0.010816092
67	0.01062958902
68	0.01045250742
69	0.0102753061
70	0.01010753421
71	0.009940410253
72	0.009778743204
73	0.009627639001
74	0.009472553709
75	0.009326065744
76	0.009176044529
77	0.009029389888
78	0.008891634075
79	0.008754244062
80	0.008617611138
81	0.008483189165
82	0.008347419416
83	0.008222732808
84	0.008100565192
85	0.007977551124
86	0.007864134479
87	0.007748810331
88	0.007640360694
89	0.00753322578
90	0.007427657407
91	0.007318348512
92	0.00721899082
93	0.007114416118
94	0.007015548032
95	0.006923902574
96	0.006829562176
97	0.006734029806
98	0.006643682472
99	0.00655410839
100	0.006467374519
101	0.006385653796
102	0.006308340068
103	0.006229951248
104	0.006152900642
105	0.006078430746
106	0.006005033596
107	0.005930620349
108	0.005859163263
109	0.005791096531
110	0.005719286895
111	0.005653341846
112	0.005586608985
113	0.005523729504
114	0.005460581504
115	0.005399098679
116	0.00533868182
117	0.005281402024
118	0.00522390182
119	0.005169582251
120	0.005116585451
121	0.005063796429
122	0.005013764655
123	0.004962344111
124	0.004914280934
125	0.004865953007
126	0.004817129026
127	0.004769753078
128	0.004725810119
129	0.004682424886
130	0.004639515067
131	0.004597416704
132	0.004556139453
133	0.004515997065
134	0.004477521971
135	0.004438546767
136	0.004401351663
137	0.00436373574
138	0.004328030002
139	0.004293471639
140	0.004257567371
141	0.004223009167
142	0.004191137844
143	0.004158692252
144	0.004126165837
145	0.004094853895
146	0.004065018458
147	0.004035742128
148	0.004005348919
149	0.003976727154
150	0.00394896346
151	0.003921559756
152	0.003894046848
153	0.003868208995
154	0.003842611249
155	0.003816542808
156	0.00379245039
157	0.00376762042
158	0.003743560548
159	0.003721345208
160	0.003699117665
161	0.00367706258
162	0.003655529271
163	0.003635110457
164	0.00361211281
165	0.0035911956
166	0.003571739478
167	0.003553033651
168	0.003533735781
169	0.003512341023
170	0.003494254945
171	0.003474899533
172	0.003455332774
173	0.003438564158
174	0.003421455434
175	0.003405235543
176	0.003388428472
177	0.003372607148
178	0.003355859073
179	0.003341012699
180	0.003326463442
181	0.00331069574
182	0.003297555962
183	0.003283272615
184	0.003270127434
185	0.003256978657
186	0.003243903468
187	0.003231524293
188	0.003219317409
189	0.003207506446
190	0.003195599722
191	0.003184239593
192	0.003170840885
193	0.003159737553
194	0.003148678632
195	0.003137572635
196	0.003127051923
197	0.003117816842
198	0.003108218673
199	0.00309855888
200	0.003089031133
201	0.003077512423
202	0.003068670432
203	0.003060054864
204	0.003050554627
205	0.003042281382
206	0.003032441821
207	0.003024286506
208	0.003016320389
209	0.003007769502
210	0.002997964718
211	0.00299084942
212	0.002981345148
213	0.002974457083
214	0.002967640039
215	0.002961190216
216	0.002954426061
217	0.002943059982
218	0.002937066879
219	0.002930812893
220	0.002919038663
221	0.002911751661
222	0.002904367186
223	0.002896783863
224	0.002891606526
225	0.002883428458
226	0.002878228768
227	0.002869275757
228	0.002862825704
229	0.002857900469
230	0.002850777709
231	0.002845970713
232	0.002841045884
233	0.002835428026
234	0.002830341071
235	0.002826111289
236	0.002817628167
237	0.002810069299
238	0.002806137513
239	0.00280183443
240	0.002797748424
241	0.002792187278
242	0.002787192574
243	0.002781663983
244	0.00277647391
245	0.00277247544
246	0.002768244594
247	0.0027641126
248	0.002760202864
249	0.002755633813
250	0.002752353695
251	0.002749420881
252	0.002745557905
253	0.002741590765
254	0.00273669579
255	0.002731636288
256	0.002726716026
257	0.002721963706
258	0.002717285524
259	0.002714464439
260	0.002709971066
261	0.002705735398
262	0.002701894473
263	0.00269515286
264	0.002690036766
265	0.002687336243
266	0.002682761391
267	0.002680222693
268	0.002676063746
269	0.002672428542
270	0.002670272964
271	0.002666955801
272	0.002662555852
273	0.002657088605
274	0.002652025499
275	0.002649656996
276	0.002647448849
277	0.002643572007
278	0.002641369784
279	0.002639055107
280	0.002635197264
281	0.002632385632
282	0.002630669343
283	0.002627456852
284	0.002625140867
285	0.002623613125
286	0.002621157579
287	0.002617752258
288	0.002615822596
289	0.002613232394
290	0.002610454195
291	0.002607947704
292	0.002606710772
293	0.002604694428
294	0.002600167937
295	0.002595679228
296	0.002591980188
297	0.002588341474
298	0.002582112572
299	0.002579640591
300	0.002574258504
301	0.00257168971
302	0.002570089627
303	0.00256852086
304	0.002566706759
305	0.002565040735
306	0.002561251945
307	0.002555789764
308	0.00255350148
309	0.002552543085
310	0.002549933302
311	0.002548884756
312	0.00254567865
313	0.002541876147
314	0.00253973716
315	0.00253644803
316	0.002535018391
317	0.002529914658
318	0.002526642615
319	0.002523364705
320	0.002519509841
321	0.002515135007
322	0.002513726489
323	0.002512143066
324	0.002509754713
325	0.002508000778
326	0.002506883556
327	0.002506139942
328	0.002503169209
329	0.002502285631
330	0.002499173571
331	0.002493288051
332	0.002490022784
333	0.002488194037
334	0.002484005739
335	0.002481082719
336	0.002476665382
337	0.002473879546
338	0.002470600884
339	0.002468648971
340	0.002466217153
341	0.002462659161
342	0.002458974663
343	0.002456807926
344	0.002456119706
345	0.002455494756
346	0.002453143357
347	0.002446971444
348	0.002442407725
349	0.002439870385
350	0.002437473748
351	0.002433139016
352	0.002430875254
353	0.002426253761
354	0.002422786544
355	0.002420055334
356	0.002417213323
